目录,题目类型,大题题干,小题题型,小题题干,正确答案,答案解析,难易度,知识点,标签,选项数,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,选项I,选项J,选项K,选项L,选项M,选项N,选项O,选项P,选项Q,选项R,选项S,选项T,选项U,选项V,选项W,选项X,选项Y,选项Z
/第七章/7.3.2.2平衡二叉树平衡化的方法,填空题,下图是插入68之后的结果，属于（  ）不平衡，应该进行（   ）处理。,,,,,易,平衡二叉树平衡化的方法,,2,LR型；LR,LR旋转：先左旋再右旋,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.2.2平衡二叉树平衡化的方法,填空题,下图是在二叉平衡树上插入70后的结果，属于（  ）不平衡，应该进行（  ）处理。,,,,,易,平衡二叉树平衡化的方法,,2,RR；RR型,L旋；单项左旋,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.2.2平衡二叉树平衡化的方法,简答题,"给定现有平衡二叉树如图所示，依次插入两个结点值为17、40结点，为了保持平衡画出旋转过程，指出旋转类型，并标记出各结点旋转前后平衡因子的值。

",,,A,,易,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.2.2平衡二叉树平衡化的方法,简答题,给定现有平衡二叉树如图所示，依次插入两个结点值为23、48结点，为了保持平衡画出旋转过程，指出旋转类型，并标记出各结点旋转前后平衡因子的值。,,,A,,易,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.2.3平衡二叉树的构建实例与分析,简答题,"在一棵空的二叉平衡树中依次插入关键字序列为（21，33，8，14，35，5，48，4，1，26），画出最终得到的二叉平衡树并计算等概率查找成功时的ASL。
",,,A,,中,平衡二叉树的构建实例与分析,,1,"
等概率的查找成功时ASL=",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.2.3平衡二叉树的构建实例与分析,简答题," 已知长度为12的表：(Jan，Feb，Mar，Apr，May，June，July，Aug，Sep，Oct，Nov，Dec)。
按表中元素顺序构造一棵平衡二叉排序树，并求其在等概率的情况下查找成功的平均查找长度。
",,,A,,中,折半查找性能分析与折半查找判定树;二叉排序树的插入算法;平衡二叉树的构建实例与分析,,1,"
等概率查找成功时的",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.3.2 B-树,单选题,m阶B树中的m是指( )。,,,C,,易,B-树,,4,每个结点至少有m棵子树,终端结点中关键字的个数,每个结点至多有m棵子树,m阶B树的深度(或高度),,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.3.2 B-树,单选题,下列叙述中，不符合m阶B树定义要求的是: ( ),,,A,,易,B-树,,4,叶结点之间通过指针链接,根结点最多有m棵子树,所有叶结点都在同一层上,各结点内关键字均升序或降序排列,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.3.2 B-树,单选题,下列叙述中，不符合m阶B树定义要求的是:,,,A,,易,B-树,,4,叶结点之间通过指针链接,根结点最多有m棵子树,所有叶结点都在同一层上,各结点内关键字均升序或降序排列,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.3.2 B-树,判断题,在B-树中进行查找，一旦找到即可退出,,,A,,易,B-树,,2,正确,错误,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.3.3.2 B-树,判断题,在B-树中进行查找，必须查找到叶子结点才可退出。,,,B,,易,,,2,正确,错误,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.1哈希表的基本概念,填空题,在各种查找方法中，平均查找长度与待查记录个数n无关的查找方法是____。,,,,,易,哈希表的定义,,1,哈希表,,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.1哈希表的基本概念,判断题,哈希表的基本思想是获得O(1)的时间复杂度.,,,A,,易,哈希表的定义,,2,正确,错误,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.1哈希表的基本概念,判断题,哈希法也可以视作一种存储结构的思想。,,,A,,易,哈希表的定义,,2,正确,错误,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.1哈希表的基本概念,单选题,在下列查找的方法中，平均查找长度与结点个数无关的查找方法是:,,,C,,易,顺序査找算法;折半查找性能分析与折半查找判定树;二叉排序树的效率分析;哈希表的定义,,4,顺序查找,二分法,利用哈希(散列)表,利用二叉搜索树,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,单选题,采用线性探测法解决冲突时所产生的一系列后继散列地址: ( ),,,C,,易,开放定址法,,4,必须大于等于原散列地址,必须小于等于原散列地址,可以大于或小于但不等于原散列地址,对地址在何处没有限制,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,单选题,采用线性探测法解决冲突时，所产生的一系列后继地址:,,,C,,易,开放定址法,,4,探测到哈希表表尾即可退出,肯定大于初次计算的哈希地址,可以大于或小于但不等于原散列地址,对地址在何处没有限制,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,简答题,设哈希表长度为11，哈希函数H(key)=key%11，给定的关键字序列为(1，15，11，36，39，16，27，23)。试画出分别用线性探测再散列和链地址法来解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。,,,A,,中,开放定址法;链地址法,,1," （1） 采用线性探测再散列法处理冲突构造哈希表的计算过程和构造结果如下所示。
H(1)=1MOD11=1
H(15)=15MOD11=4
H(11)=11MOD11=0
H(36)=36MOD11=3
H(39)=39MOD11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突 H1(27)=(H(27)+1)MOD11=6
               冲突 H2(27)=(H(27)+2)MOD11=7
H(23)=23MOD11=1 冲突 H1(23)=(H(23)+1)MOD11=2

图8答案图（1）
等概率查找成功时的ASL=
（2） 采用链地址处理冲突构造哈希表的计算过程和构造结果如下所示。
H(1)=1MOD11=1
H(15)=15MOD11=4
H(11)=11MOD11=0
H(36)=36MOD11=3
H(39)=39MOD11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 
H(23)=23MOD11=1 

图8答案图（2）
等概率查找成功时的
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,简答题,设哈希表长度为11，哈希函数H(key)=key MOD 11，给定的关键字序列为(34，26，11，36，50，16，27，45)。用线性探测再散列解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。,,,A,,易,链地址法,,1,"H(34)=34 MOD 11=1
H(26)=26 MOD 11=4
H(11)=11MOD 11=0
H(36)=36 MOD 11=3
H(50)=50 MOD 11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突
H(27)=(H(27)+1)=6 冲突
H2(27)=(H(27)+2)=7
H (45)=45 MOD 11=1 冲突
H2(45)=(H(45)+1)=2

       0                        1                       2                         3                     4                      5                    6                    7                      8                    9                     10           

 
  11
  34
  
  36
  26
  16
  50
  27
  
  
  
 

成功：ASL=11/8
失败：ASL=28/11
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,填空题,"设哈希表长度为13，哈希函数H(key)=key%11，给定的关键字序列为(1，15，11，36，39，16，27，23)。试画出用线性探测再散列来解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL （ ）和查找失败时的ASL（ ）。
",,,,"解析：
H(1)=1MOD11=1
H(15)=15MOD11=4
H(11)=11MOD11=0
H(36)=36MOD11=3
H(39)=39MOD11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突 H1(27)=(H(27)+1)MOD11=6
        冲突 H2(27)=(H(27)+2)MOD11=7
H(23)=23MOD11=1 冲突 H1(23)=(H(23)+1)MOD11=2
",易,开放定址法;链地址法,,2,"11/8
","49/13
",,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,简答题,给定一组记录的关键字(14，30，25，18，44，65，15，35)，使用哈希函数H(key)=key  mod 10构造哈希表，哈希表长为10，采用线性探测再散列法解决冲突。给出构造的哈希表过程，分别计算查找成功与查找失败时所需的平均查找长度，设每个记录的查找概率相等。,,,A,,易,,,1,"H(14)=14 MOD 10=4
H(30)=30 MOD 10=0
H(25)=25 MOD 10= 5
H(18)= 18 MOD 10= 8
H(44)=44 MOD 10= 4 冲突 H1=(4+1) MOD 10=5
冲突 H1=(4+2) MOD 10=6
H(65)= 65 MOD 10= 5 冲突 H1=(5+1) MOD 10=6
冲突 H2=(5+2) MOD 10=7
H(15)= 15 MOD 10= 5   冲突 H1=(5+1) MOD 10=6
冲突 H1=(5+2) MOD 10=7
冲突 H1=(5+3) MOD 10=8
冲突 H1=(5+4) MOD 10=9
H(35)= 35 MOD 10= 5 冲突 H1=(5+1) MOD 10=6
冲突 H1=(5+2) MOD 10=7
冲突 H1=(5+3) MOD 10=8
冲突 H1=(5+4) MOD 10=9
冲突 H1=(5+5) MOD 10=0
冲突 H1=(5+6) MOD 10=1
 
ASL成功=(4*1+2*3+1*5+1*7)/8=22/8
ASL失败=(3+2+1+1+9+8+7+6+5+4)/10=46/10
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.1开放定址法,简答题,设哈希表长度为11，哈希函数H(key)=key MOD 11，给定的关键字序列为(21，34，26，11，36，50，16，27，45)。用线性探测再散列解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。,,,A,,易,链地址法,,1,"H(21)=21 MOD 11=10
H(34)=34 MOD 11=1
H(26)=26 MOD 11=4
H(11)=11MOD 11=0
H(36)=36 MOD 11=3
H(50)=50 MOD 11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突
H(27)=(H(27)+1)=6 冲突
H2(27)=(H(27)+2)=7
H (45)=45 MOD 11=1 冲突
H2(45)=(H(45)+1)=2

       0                        1                       2                         3                     4                      5                    6                    7                      8                    9                     10           

 
  11
  34
  45
  36
  26
  16
  50
  27
  
  
  21
 

成功：ASL=12/9
失败：ASL=（3+2+1+6+5+4+3+2+1+1+4）/11=32/11
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.2链地址法,简答题,"设哈希表长度为11，哈希函数H(key)=key MOD 11，给定的关键字序列为(12，15，22，47，39，16，27，34)。用链地址法来解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。
",,,A,,易,链地址法,,1,"H(12)=12 MOD 11=1
H(15)=15 MOD 11=4
H(22)=22 MOD 11=0
H(47)=47 MOD 11=3
H(39)=39 MOD 11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突
H(34)=34 MOD 11=1 冲突
 
ASL=10/8
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.2链地址法,填空题,"设哈希表长度为13，哈希函数H(key)=key%11，给定的关键字序列为(1，15，11，36，39，16，27，23)。试画出链地址法来解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL （ ）和查找失败时的ASL（ ）。
",,,,"解析：
H(1)=1MOD11=1
H(15)=15MOD11=4
H(11)=11MOD11=0
H(36)=36MOD11=3
H(39)=39MOD11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突 H1(27)=(H(27)+1)MOD11=6
        冲突 H2(27)=(H(27)+2)MOD11=7
H(23)=23MOD11=1 冲突 H1(23)=(H(23)+1)MOD11=2
",易,开放定址法;链地址法,,2,"5/4
","21/13
",,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.3.2链地址法,简答题,设哈希表长度为11，哈希函数H(key)=key%11，给定的关键字序列为(1，15，11，36，39，16，27，23)。试画出分别用链地址法来解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。,,,A,,中,开放定址法;链地址法,,1," 采用链地址处理冲突构造哈希表的计算过程和构造结果如下所示。
H(1)=1MOD11=1
H(15)=15MOD11=4
H(11)=11MOD11=0
H(36)=36MOD11=3
H(39)=39MOD11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 
H(23)=23MOD11=1 


等概率查找成功时的
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找,简答题,"设哈希表长度为11，哈希函数H(key)=key MOD 11，给定的关键字序列为(12，15，22，47，39，16，27，34)。用线性探测再散列解决冲突构造的哈希表，并求出在等概率情况下查找成功时的ASL。
",,,A,,易,开放定址法,,1,"H(12)=12 MOD 11=1
H(15)=15 MOD 11=4
H(22)=22 MOD 11=0
H(47)=47 MOD 11=3
H(39)=39 MOD 11=6
H(16)=16MOD11=5 
H(27)=27MOD11=5 冲突
H1(27)=(H(27)+1)=6 冲突
H1(27)=(H(27)+2)=7
H(34)=34 MOD 11=1 冲突
H(34)=(H(34)+1)=2
 
ASL=11/8
",,,,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找,单选题,在下列查找的方法中，平均查找长度与结点个数无关的查找方法是: ( ),,,C,,易,顺序査找算法;折半查找过程与算法;二叉排序树的插入算法;哈希表的查找,,4,顺序查找,二分法,利用哈希(散列)表,利用二叉搜索树,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找,单选题,对包含N个元素的散列表进行查找，平均查找长度为: ( ),,,D,,易,哈希表的定义;哈希表的查找,,4,O(1),O(logN),O(N),不确定,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找/7.4.4.2哈希表的查找算法分析,单选题,对包含N个元素的散列表进行查找，平均查找长度为:,,,D,,易,哈希表的查找,,4,O(1),O(logN),O(N),不确定,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找/7.4.4.2哈希表的查找算法分析,单选题,将M个元素存入用长度为S的数组表示的散列表，则该表的装填因子为:,,,D,,易,哈希表的查找,,4,S+M,M−S,M×S,M/S,,,,,,,,,,,,,,,,,,,,,,
/第七章/7.4.4 哈希表的查找/7.4.4.2哈希表的查找算法分析,简答题,什么是哈希表的装填因子?哈希表的装填因子与发生冲突的可能性有什么关系？,,,A,,中,哈希表的查找,,1,哈希表的装填因子α是指哈希表中填入的记录的个数与哈希表长度的比值。α越小，发生冲突的可能性就越小；反之，α越大，表中已填入的记录越多，再填记录时，发生冲突的可能性就越大，则查找时进行比较的关键字的个数也就越多。,,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.1.1排序的基本概念,填空题,排序的依据是（   ）。,,,,,易,排序的基本概念,,1,关键字,,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.1.1排序的基本概念,判断题,排序的稳定性是指相同的关键字在排序前后相对位置不变。,,,A,,易,排序的基本概念,,2,正确,错误,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.1.1排序的基本概念,简答题,什么是排序?,,,A,,易,排序的基本概念,,1,"假设含n个记录的序列为 { R1, R2, …， Rn } 其相应的关键字序列为 { K1, K2, …，Kn } 这些关键字相互之间可以进行比较，即在它们之间存在着这样一个关系: Kp1≤Kp2≤…≤Kpn 按此固有关系将式(1)的记录序列重新排列为 { Rp1, Rp2, …，Rpn }的操作称作排序。",,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.1.2排序方法的分类,简答题,按照排序的基本原则分为几类排序方法，各是什么?,,,A,,易,排序方法的分类,,1,插入类: 直接插入排序、折半插入排序、希尔排序 交换类: 冒泡排序、快速排序 选择类:简单选择排序、堆排序 归并类:2-路归并排序 基数排序,,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.1.2排序方法的分类,填空题,按照排序时数据的位置可分为（  ）和（   ）。,,,,,易,排序方法的分类,,2,内部排序,外部排序,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.2.1.2直接插入排序的过程,填空题,"关键字序列 (239，28，165，50，928，874 ) ， 写出执行
直接插入排序 ，第1、2 、3趟的执行结果 [填空1] [填空2] [填空3]
",,,,,易,直接插入排序的过程,,3,"28，239，165，50，928，874
","28，165，.239，50，928，874
","28，50，165，239，928，874
",,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.2.1.2直接插入排序的过程,简答题,以关键字序列(239，328，765，139，928，874，785，641，052，446)为例，写出直接插入排序算法的各趟结束关键字序列的状态。,,,A,,易,直接插入排序的过程,,1,"(239)  328  765  139  928  874  785  641  052  446
(239  328)  765  139  928  874  785  641  052  446
(239  328  765)  139  928  874  785  641  052  446
(139  239  328  765)  928  874  785  641  052  446
(139  239  328  765  928)  874  785  641  052  446
(139  239  328  765  874  928)  785  641  052  446
(139  239  328  765  785  874  928)  641  052  446
(139  239  328  641  765  785  874  928)  052  446
(052  139  239  328  641  765  785  874  928)  446
(052  139  239  328  446  641  765  785  874  928)
",,,,,,,,,,,,,,,,,,,,,,,,,
/第八章/8.2.1.2直接插入排序的过程,填空题,以关键字序列(239，328，765，139，928，874)为例，写出直接插入排序算法的各趟结束关键字序列的状态,,,,,易,,,5," (239  328)  765  139  928  874   
",(239  328  765)  139  928  874   ,(139  239  328  765)  928  874   ,(139  239  328  765  928)  874   ,(139  239  328  765  874  928)   ,,,,,,,,,,,,,,,,,,,,,
/第八章/8.2.1.2直接插入排序的过程,单选题,"在直接插入排序过程中，每次将一个待排序元素插入到已排序序列中的合适位置。假设初始序列是 [5, 2, 8, 3]，经过第一轮排序后，序列变为 [2, 5, 8, 3]。请问这是哪一轮排序的结果？",,,A,"直接插入排序从第二个元素开始，依次将当前元素插入到已排序部分的合适位置。初始序列 [5, 2, 8, 3] 中，第一个已排序元素是 5。第二轮排序处理的是 2，将其插入到 5 的前面，得到 [2, 5, 8, 3]，因此这是第一轮排序后的结果。",中,直接插入排序的过程,,4,第一轮排序,第二轮排序,第三轮排序,第四轮排序,,,,,,,,,,,,,,,,,,,,,,
